	x	y	z	#SampleID	ANONYMIZED_NAME	COLLECTION_TIMESTAMP	DEPTH	DESCRIPTION	ELEVATION	ENV_BIOME	ENV_FEATURE	ENV_MATERIAL	ENV_package	LATITUDE	LONGITUDE	Scientific_name	TAXON_ID	TITLE	cell_width	cell_width_units	cheese type	cheese_name	corrected_genomics_barcode	corrected_metabolomics_barcode	date_collected	genomics_barcode	grid_position	metabolomics_barcode	pH	plate_name	radius	recorded_genomics_barcode	recorded_metabolomics_barcode	sample_name	source	well_position
stilton.O10	-5.527587908	-12.67379242	4.562477647	120	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56238	O10	56239	6.52	Stilton_2	0.5	56238	56239	Not applicable	Stilton Whole Foods Market Borough Market	H4
stilton.P10	-5.49804902	-13.5549467	4.433767647	121	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56240	P10	56241	6.67	Stilton_2	0.5	56240	56241	Not applicable	Stilton Whole Foods Market Borough Market	A5
stilton.Q10	-5.468510131	-14.43610097	4.305057647	122	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56242	Q10	56243	6.66	Stilton_2	0.5	56242	56243	Not applicable	Stilton Whole Foods Market Borough Market	B5
stilton.R10	-5.438971242	-15.31725525	4.176347647	123	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56244	R10	56245	6.6	Stilton_2	0.5	56244	56245	Not applicable	Stilton Whole Foods Market Borough Market	C5
stilton.S10	-5.409432353	-16.19840953	4.047637647	124	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56246	S10	56247	6.5	Stilton_2	0.5	56246	56247	Not applicable	Stilton Whole Foods Market Borough Market	D5
stilton.L11	-4.726319281	-10.04033064	5.016642941	125	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56248	L11	56249	6.58	Stilton_2	0.5	56248	56249	Not applicable	Stilton Whole Foods Market Borough Market	E5
stilton.M11	-4.696780392	-10.92148492	4.887932941	126	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56250	M11	56251	6.5	Stilton_2	0.5	56250	56251	Not applicable	Stilton Whole Foods Market Borough Market	F5
stilton.N11	-4.667241503	-11.8026392	4.759222941	127	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56252	N11	56253	6.58	Stilton_2	0.5	56252	56253	Not applicable	Stilton Whole Foods Market Borough Market	G5
stilton.O11	-4.637702614	-12.68379348	4.630512941	128	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56254	O11	56255	6.64	Stilton_2	0.5	56254	56255	Not applicable	Stilton Whole Foods Market Borough Market	H5
stilton.P11	-4.608163725	-13.56494775	4.501802941	129	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56256	P11	56257	6.65	Stilton_2	0.5	56256	56257	Not applicable	Stilton Whole Foods Market Borough Market	A6
stilton.Q11	-4.578624837	-14.44610203	4.373092941	130	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56258	Q11	56259	6.63	Stilton_2	0.5	56258	56259	Not applicable	Stilton Whole Foods Market Borough Market	B6
stilton.R11	-4.549085948	-15.32725631	4.244382941	131	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56260	R11	56261	6.7	Stilton_2	0.5	56260	56261	Not applicable	Stilton Whole Foods Market Borough Market	C6
stilton.S11	-4.519547059	-16.20841059	4.115672941	132	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56262	S11	56263	6.57	Stilton_2	0.5	56262	56263	Not applicable	Stilton Whole Foods Market Borough Market	D6
stilton.L12	-3.836433987	-10.0503317	5.084678235	133	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56264	L12	56265	6.66	Stilton_2	0.5	56264	56265	Not applicable	Stilton Whole Foods Market Borough Market	E6
stilton.M12	-3.806895098	-10.93148598	4.955968235	134	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56266	M12	56267	6.61	Stilton_2	0.5	56266	56267	Not applicable	Stilton Whole Foods Market Borough Market	F6
stilton.N12	-3.777356209	-11.81264026	4.827258235	135	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56268	N12	56269	6.6	Stilton_2	0.5	56268	56269	Not applicable	Stilton Whole Foods Market Borough Market	G6
stilton.O12	-3.74781732	-12.69379454	4.698548235	136	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56270	O12	56271	6.47	Stilton_2	0.5	56270	56271	Not applicable	Stilton Whole Foods Market Borough Market	H6
stilton.P12	-3.718278431	-13.57494881	4.569838235	137	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56272	P12	56273	6.57	Stilton_2	0.5	56272	56273	Not applicable	Stilton Whole Foods Market Borough Market	A7
stilton.Q12	-3.688739542	-14.45610309	4.441128235	138	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56274	Q12	56275	6.67	Stilton_2	0.5	56274	56275	Not applicable	Stilton Whole Foods Market Borough Market	B7
stilton.R12	-3.659200654	-15.33725737	4.312418235	139	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56276	R12	56277	6.69	Stilton_2	0.5	56276	56277	Not applicable	Stilton Whole Foods Market Borough Market	C7
stilton.S12	-3.629661765	-16.21841165	4.183708235	140	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56278	S12	56279	6.54	Stilton_2	0.5	56278	56279	Not applicable	Stilton Whole Foods Market Borough Market	D7
stilton.L13	-2.946548693	-10.06033276	5.152713529	141	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56280	L13	56281	6.49	Stilton_2	0.5	56280	56281	Not applicable	Stilton Whole Foods Market Borough Market	E7
stilton.M13	-2.917009804	-10.94148704	5.024003529	142	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56282	M13	56283	6.59	Stilton_2	0.5	56282	56283	Not applicable	Stilton Whole Foods Market Borough Market	F7
stilton.N13	-2.887470915	-11.82264132	4.895293529	143	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56284	N13	56285	6.44	Stilton_2	0.5	56284	56285	Not applicable	Stilton Whole Foods Market Borough Market	G7
stilton.O13	-2.857932026	-12.70379559	4.766583529	144	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56286	O13	56287	6.52	Stilton_2	0.5	56286	56287	Not applicable	Stilton Whole Foods Market Borough Market	H7
stilton.P13	-2.828393137	-13.58494987	4.637873529	145	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56288	P13	56289	6.55	Stilton_2	0.5	56288	56289	Not applicable	Stilton Whole Foods Market Borough Market	A8
stilton.Q13	-2.798854248	-14.46610415	4.509163529	146	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56290	Q13	56291	6.8	Stilton_2	0.5	56290	56291	Not applicable	Stilton Whole Foods Market Borough Market	B8
stilton.R13	-2.769315359	-15.34725843	4.380453529	147	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56292	R13	56293	6.59	Stilton_2	0.5	56292	56293	Not applicable	Stilton Whole Foods Market Borough Market	C8
stilton.S13	-2.739776471	-16.22841271	4.251743529	148	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56294	S13	56295	6.61	Stilton_2	0.5	56294	56295	Not applicable	Stilton Whole Foods Market Borough Market	D8
stilton.L14	-2.056663399	-10.07033382	5.220748824	149	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56296	L14	56297	6.53	Stilton_2	0.5	56296	56297	Not applicable	Stilton Whole Foods Market Borough Market	E8
stilton.M14	-2.02712451	-10.9514881	5.092038824	150	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56298	M14	56299	6.45	Stilton_2	0.5	56298	56299	Not applicable	Stilton Whole Foods Market Borough Market	F8
stilton.N14	-1.997585621	-11.83264238	4.963328824	151	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	55600	N14	55601	6.59	Stilton_2	0.5	55600	55601	Not applicable	Stilton Whole Foods Market Borough Market	G8
stilton.O14	-1.968046732	-12.71379665	4.834618824	152	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	55602	O14	55603	6.51	Stilton_2	0.5	55602	55603	Not applicable	Stilton Whole Foods Market Borough Market	H8
stilton.P14	-1.938507843	-13.59495093	4.705908824	153	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	55604	P14	55605	6.49	Stilton_2	0.5	55604	55605	Not applicable	Stilton Whole Foods Market Borough Market	A9
stilton.Q14	-1.908968954	-14.47610521	4.577198824	154	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	55606	Q14	55607	6.76	Stilton_2	0.5	55606	55607	Not applicable	Stilton Whole Foods Market Borough Market	B9
stilton.R14	-1.879430065	-15.35725949	4.448488824	155	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	55608	R14	55609	6.67	Stilton_2	0.5	55608	55609	Not applicable	Stilton Whole Foods Market Borough Market	C9
stilton.S14	-1.849891176	-16.23841376	4.319778824	156	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	55610	S14	55611	6.53	Stilton_2	0.5	55610	55611	Not applicable	Stilton Whole Foods Market Borough Market	D9
stilton.L17	0.612992484	-10.100337	5.424854706	157	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56300	L17	56301	6.55	Stilton_2	0.5	56300	56301	Not applicable	Stilton Whole Foods Market Borough Market	E9
stilton.M17	0.642531373	-10.98149127	5.296144706	158	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56302	M17	56303	6.59	Stilton_2	0.5	56302	56303	Not applicable	Stilton Whole Foods Market Borough Market	F9
stilton.N17	0.672070261	-11.86264555	5.167434706	159	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56304	N17	56305	6.59	Stilton_2	0.5	56304	56305	Not applicable	Stilton Whole Foods Market Borough Market	G9
stilton.O17	0.70160915	-12.74379983	5.038724706	160	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56306	O17	56307	6.69	Stilton_2	0.5	56306	56307	Not applicable	Stilton Whole Foods Market Borough Market	H9
stilton.P17	0.731148039	-13.62495411	4.910014706	161	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56308	P17	56309	6.56	Stilton_2	0.5	56308	56309	Not applicable	Stilton Whole Foods Market Borough Market	A10
stilton.Q17	0.760686928	-14.50610839	4.781304706	162	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56310	Q17	56311	6.51	Stilton_2	0.5	56310	56311	Not applicable	Stilton Whole Foods Market Borough Market	B10
stilton.R17	0.790225817	-15.38726266	4.652594706	163	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56312	R17	56313	6.64	Stilton_2	0.5	56312	56313	Not applicable	Stilton Whole Foods Market Borough Market	C10
stilton.S17	0.819764706	-16.26841694	4.523884706	164	Stilton	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: blue cheese	ENVO: blue cheese	ENVO: blue cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	stilton	Stilton Whole Foods Market Borough Market	Not applicable	Not applicable	7/21/16	56314	S17	56315	6.54	Stilton_2	0.5	56314	56315	Not applicable	Stilton Whole Foods Market Borough Market	D10
bonde.A1	60.2	37.31	0	165	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55612	A1	55613	6.72	Bonde_1	10	55612	55613	Not applicable	Whole Foods	A1
bonde.B1	88.632	37.061	0	166	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55614	B1	55615	6.77	Bonde_1	10	55614	55615	Not applicable	Whole Foods	B1
bonde.C1	117.064	36.812	0	167	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55616	C1	55617	6.71	Bonde_1	10	55616	55617	Not applicable	Whole Foods	C1
bonde.D1	145.496	36.563	0	168	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55618	D1	55620	6.62	Bonde_1	10	55618	55620	Not applicable	Whole Foods	D1
bonde.E1	173.928	36.314	0	169	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55619	E1	55621	6.75	Bonde_1	10	55619	55621	Not applicable	Whole Foods	E1
bonde.F1	202.36	36.065	0	170	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55622	F1	55623	6.71	Bonde_1	10	55622	55623	Not applicable	Whole Foods	F1
bonde.G1	230.792	35.816	0	171	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55624	G1	55625	6.71	Bonde_1	10	55624	55625	Not applicable	Whole Foods	G1
bonde.H1	259.224	35.567	0	172	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55626	H1	55627	7.04	Bonde_1	10	55626	55627	Not applicable	Whole Foods	H1
bonde.I1	287.656	35.318	0	173	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55628	I1	55629	6.78	Bonde_2	10	55628	55629	Not applicable	Whole Foods	A5
bonde.A2	60.2	64.55277778	0	174	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55630	A2	55631	6.88	Bonde_1	10	55630	55631	Not applicable	Whole Foods	A2
bonde.B2	88.632	64.30377778	0	175	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55632	B2	55633	7.1	Bonde_1	10	55632	55633	Not applicable	Whole Foods	B2
bonde.C2	117.064	64.05477778	0	176	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55634	C2	55635	6.93	Bonde_1	10	55634	55635	Not applicable	Whole Foods	C2
bonde.D2	145.496	63.80577778	0	177	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55636	D2	55637	6.7	Bonde_1	10	55636	55637	Not applicable	Whole Foods	D2
bonde.E2	173.928	63.55677778	0	178	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55638	E2	55639	6.89	Bonde_1	10	55638	55639	Not applicable	Whole Foods	E2
bonde.F2	202.36	63.30777778	0	179	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55640	F2	55641	6.95	Bonde_1	10	55640	55641	Not applicable	Whole Foods	F2
bonde.G2	230.792	63.05877778	0	180	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55642	G2	55643	6.98	Bonde_1	10	55642	55643	Not applicable	Whole Foods	G2
